checklist_ID,date,year,month,latitude,longitude,effort_hours,observer_ID,n_species,land_cover_code,land_cover
S16194571,2014-01-02,2014,1,15.4769822,-90.3913772,0.16666666666666666,obsr164576,10,10,forest
S16199630,2014-01-01,2014,1,16.7364189,-92.6407301,0.5,obsr295463,10,50,urban
S16201626,2014-01-01,2014,1,20.5984011,-88.1630087,3,obsr439605,37,10,forest
S16201726,2014-01-01,2014,1,20.682899,-88.2287979,1.5,obsr439605,33,10,forest
S16201770,2014-01-03,2014,1,21.148954,-88.1676435,1.75,obsr439605,31,50,urban
S16202812,2014-01-02,2014,1,16.835556,-90.5440378,0.5833333333333334,obsr159960,13,10,forest
S16204852,2014-01-03,2014,1,15.4651414,-90.3889691,NA,obsr403445,7,50,urban
S16205498,2014-01-02,2014,1,15.4227513,-90.3251059,NA,obsr403445,2,50,urban
S16205677,2014-01-02,2014,1,15.4212898,-90.3195637,NA,obsr403445,12,10,forest
S16205762,2014-01-02,2014,1,15.4227513,-90.3251059,NA,obsr403445,1,50,urban
S16205865,2014-01-03,2014,1,15.4227513,-90.3251059,NA,obsr403445,1,50,urban
S16209001,2014-01-03,2014,1,17.5549274,-89.0551758,0.5,obsr220146,7,10,forest
S16209091,2014-01-03,2014,1,17.5405286,-89.1114599,1,obsr220146,13,10,forest
S16209323,2014-01-03,2014,1,16.1001747,-88.8069916,1,obsr445431,20,10,forest
S16212881,2014-01-03,2014,1,20.7100376,-88.2167816,2,obsr442691,24,10,forest
S16214298,2014-01-04,2014,1,16.2302507,-88.9434671,2.8333333333333335,obsr246930,63,30,grassland
S16214320,2014-01-01,2014,1,17.0987585,-88.965619,16,obsr407100,60,10,forest
S16214502,2014-01-04,2014,1,16.2181464,-88.9279425,0.4166666666666667,obsr246930,15,10,forest
S16214797,2014-01-04,2014,1,17.5405293,-89.1114378,1.5,obsr220146,21,10,forest
S16220940,2014-01-03,2014,1,15.4233583,-90.3247458,NA,obsr403445,3,50,urban
S16221022,2014-01-03,2014,1,15.4227513,-90.3251059,NA,obsr403445,1,50,urban
S16221871,2014-01-04,2014,1,14.6033521,-90.4855013,0.4166666666666667,obsr414683,21,30,grassland
S16227666,2014-01-03,2014,1,16.098903,-88.807371,1,obsr246930,20,30,grassland
S16229103,2014-01-04,2014,1,16.1695804,-88.9406889,0.6666666666666666,obsr246930,23,10,forest
S16229413,2014-01-04,2014,1,16.1647502,-88.96595,1.0833333333333333,obsr246930,22,10,forest
S16229516,2014-01-04,2014,1,16.1462158,-88.8657475,NA,obsr246930,1,10,forest
S16230295,2014-01-04,2014,1,16.098903,-88.807371,3.5,obsr246930,31,30,grassland
S16230527,2014-01-03,2014,1,14.6387215,-90.5425572,0.4166666666666667,obsr292335,6,30,grassland
S16230814,2014-01-02,2014,1,14.7347103,-90.9953034,1.25,obsr292335,17,30,grassland
S16230963,2014-01-03,2014,1,14.54294,-90.71498,0.36666666666666664,obsr292335,17,10,forest
S16231036,2014-01-03,2014,1,14.5262411,-90.691648,2.75,obsr292335,39,10,forest
S16231334,2014-01-04,2014,1,20.6951682,-88.2052803,5,obsr442691,11,50,urban
S16231886,2014-01-04,2014,1,17.5405293,-89.1114378,1.4166666666666667,obsr220146,24,10,forest
S16231982,2014-01-04,2014,1,17.5666701,-89.0534163,3,obsr220146,25,30,grassland
S16231985,2014-01-01,2014,1,20.6019362,-88.1433105,3,obsr442691,38,10,forest
S16231995,2014-01-04,2014,1,17.5666701,-89.0534163,2,obsr220146,2,30,grassland
S16232075,2014-01-01,2014,1,20.6019362,-88.1433105,2,obsr442691,16,10,forest
S16235534,2014-01-05,2014,1,21.268636,-89.705711,0.3333333333333333,obsr173350,30,50,urban
S16237308,2014-01-02,2014,1,18.113345,-89.8033067,NA,obsr92073,34,10,forest
S16239302,2014-01-05,2014,1,14.5590051,-90.4666078,NA,obsr338486,4,10,forest
S16240937,2014-01-05,2014,1,17.5405293,-89.1114378,3,obsr220146,21,10,forest
S16240997,2014-01-05,2014,1,17.5405293,-89.1114378,2.75,obsr220146,7,10,forest
S16242239,2014-01-05,2014,1,14.61016,-90.63998,5,obsr355638,43,10,forest
S16243110,2014-01-05,2014,1,20.7100376,-88.2167816,2.5,obsr442691,21,10,forest
S16243213,2014-01-03,2014,1,15.4769822,-90.3913772,0.25,obsr164576,7,10,forest
S16243298,2014-01-03,2014,1,15.5700202,-90.3532899,NA,obsr164576,2,10,forest
S16243390,2014-01-03,2014,1,15.6320923,-90.4403073,0.5833333333333334,obsr164576,11,10,forest
S16243503,2014-01-03,2014,1,15.9530195,-90.6745073,0.8333333333333334,obsr164576,9,50,urban
S16243609,2014-01-03,2014,1,15.9340125,-90.6720972,1.3333333333333333,obsr164576,11,10,forest
S16243695,2014-01-03,2014,1,15.9249033,-90.6637569,2.5,obsr164576,10,10,forest
S16243765,2014-01-03,2014,1,15.9249033,-90.6637569,2.5,obsr164576,11,10,forest
S16244242,2014-01-04,2014,1,15.9249033,-90.6637569,13,obsr164576,76,10,forest
S16244375,2014-01-03,2014,1,17.0987585,-88.965619,1.3333333333333333,obsr407100,2,10,forest
S16244418,2014-01-04,2014,1,17.0987585,-88.965619,1.5,obsr407100,1,10,forest
S16244692,2014-01-05,2014,1,17.4982967,-88.1899166,NA,obsr302493,39,50,urban
S16245882,2014-01-01,2014,1,20.66993,-89.54786,1.4333333333333333,obsr325989,37,10,forest
S16245883,2014-01-02,2014,1,20.67633,-88.56931,2.1166666666666667,obsr325989,32,10,forest
S16245884,2014-01-03,2014,1,20.49137,-87.73304,4.333333333333333,obsr325989,45,50,urban
S16245932,2014-01-01,2014,1,20.68184,-88.5692,3.5,obsr325989,37,10,forest
S16245933,2014-01-05,2014,1,20.09239,-87.47501,NA,obsr325989,34,10,forest
S16245956,2014-01-05,2014,1,20.09239,-87.47501,NA,obsr200421,34,10,forest
S16245962,2014-01-03,2014,1,20.49137,-87.73304,4.333333333333333,obsr200421,45,50,urban
S16245964,2014-01-02,2014,1,20.67633,-88.56931,2.1166666666666667,obsr200421,32,10,forest
S16245967,2014-01-01,2014,1,20.68184,-88.5692,3.5,obsr200421,37,10,forest
S16245970,2014-01-01,2014,1,20.66993,-89.54786,1.4333333333333333,obsr200421,37,10,forest
S16246519,2014-01-05,2014,1,14.61016,-90.63998,5,obsr355643,42,10,forest
S16248765,2014-01-04,2014,1,21.5958314,-88.1596184,1.5833333333333333,obsr439605,37,50,urban
S16248898,2014-01-05,2014,1,21.5958314,-88.1596184,0.5,obsr439605,45,50,urban
S16248961,2014-01-05,2014,1,21.4226611,-88.2452322,0.8333333333333334,obsr439605,35,10,forest
S16249085,2014-01-05,2014,1,21.6061304,-87.9910781,1.5,obsr439605,34,50,urban
S16249263,2014-01-05,2014,1,18.4057131,-92.6473135,1.25,obsr216000,54,10,forest
S16249270,2014-01-05,2014,1,21.5651131,-88.0864126,1.1666666666666667,obsr439605,25,30,grassland
S16249366,2014-01-05,2014,1,18.491738,-92.7883548,3,obsr216000,66,50,urban
S16250055,2014-01-05,2014,1,20.3983115,-86.961937,2.5,obsr97834,40,10,forest
S16251580,2014-01-05,2014,1,21.265567,-89.700541,0.3333333333333333,obsr173350,27,95,wetland
S16251594,2014-01-05,2014,1,21.265567,-89.700541,0.5,obsr173350,26,95,wetland
S16251652,2014-01-05,2014,1,21.283379,-89.678122,0.5,obsr173350,13,60,other
S16252035,2014-01-04,2014,1,15.4855072,-90.3607893,2,obsr418529,51,10,forest
S16254128,2014-01-02,2014,1,18.0061568,-92.932325,5,obsr216000,39,10,forest
S16256091,2014-01-06,2014,1,17.5405293,-89.1114378,2.5,obsr220146,27,10,forest
S16258551,2014-01-01,2014,1,20.3192345,-87.3577023,3,obsr330760,34,10,forest
S16259527,2014-01-03,2014,1,20.4284405,-87.2945201,3,obsr330760,38,10,forest
S16267063,2014-01-03,2014,1,21.0633363,-89.6330845,NA,obsr173350,2,50,urban
S16267380,2014-01-06,2014,1,17.4982967,-88.1899166,1.5,obsr302493,36,50,urban
S16267658,2014-01-06,2014,1,16.0947634,-88.8353634,3.75,obsr246930,53,10,forest
S16268679,2014-01-06,2014,1,17.5405286,-89.1114599,1,obsr220146,3,10,forest
S16275028,2014-01-05,2014,1,17.0987585,-88.965619,14,obsr407100,53,10,forest
S16275095,2014-01-05,2014,1,15.4227513,-90.3251059,NA,obsr403445,5,50,urban
S16275709,2014-01-05,2014,1,15.4215277,-90.3223103,NA,obsr403445,4,10,forest
S16275774,2014-01-04,2014,1,15.4233583,-90.3247458,NA,obsr403445,8,50,urban
S16276825,2014-01-05,2014,1,15.4209251,-90.3242254,NA,obsr403445,5,30,grassland
S16277020,2014-01-06,2014,1,20.3983115,-86.961937,4,obsr97834,43,10,forest
S16277106,2014-01-05,2014,1,15.9249033,-90.6637569,5.25,obsr164576,47,10,forest
S16277141,2014-01-05,2014,1,15.9494831,-90.6281948,NA,obsr164576,2,10,forest
S16277176,2014-01-05,2014,1,15.9813028,-90.4424531,0.16666666666666666,obsr164576,6,10,forest
S16277205,2014-01-05,2014,1,15.8133958,-90.2906227,NA,obsr164576,2,50,urban
S16277227,2014-01-06,2014,1,17.5405293,-89.1114378,1.75,obsr220146,4,10,forest
S16277318,2014-01-05,2014,1,15.7833748,-90.3436875,0.8666666666666667,obsr164576,37,10,forest
S16277654,2014-01-06,2014,1,14.793929,-90.995319,5,obsr355638,39,10,forest
S16277823,2014-01-05,2014,1,15.4769822,-90.3913772,0.25,obsr164576,10,10,forest
S16279234,2014-01-04,2014,1,16.116271,-88.9399223,5,obsr247125,45,10,forest
S16279791,2014-01-06,2014,1,15.4767186,-90.3947568,0.6666666666666666,obsr164576,33,10,forest
S16279838,2014-01-06,2014,1,15.4800686,-90.3942633,0.8333333333333334,obsr164576,29,10,forest
S16279887,2014-01-06,2014,1,15.4769822,-90.3913772,0.5,obsr164576,15,10,forest
S16281582,2014-01-07,2014,1,17.0394291,-88.9511919,1,obsr247125,23,30,grassland
S16281701,2014-01-05,2014,1,17.0987585,-88.965619,13.333333333333334,obsr407100,53,10,forest
S16281710,2014-01-06,2014,1,17.0987585,-88.965619,9.983333333333333,obsr407100,36,10,forest
S16283925,2014-01-07,2014,1,17.5405286,-89.1114599,0.5,obsr220146,4,10,forest
S16285436,2014-01-07,2014,1,16.835556,-90.5440378,0.13333333333333333,obsr159960,12,10,forest
S16285460,2014-01-07,2014,1,16.835556,-90.5440378,0.05,obsr159960,3,10,forest
S16285530,2014-01-07,2014,1,16.835556,-90.5440378,0.5,obsr159960,21,10,forest
S16287643,2014-01-03,2014,1,18.5159775,-89.4657561,NA,obsr92073,1,10,forest
S16287709,2014-01-04,2014,1,20.6392101,-87.07901,NA,obsr92073,2,50,urban
S16288419,2014-01-07,2014,1,21.3303151,-86.9238281,0.3333333333333333,obsr411187,13,10,forest
S16288764,2014-01-07,2014,1,20.3983115,-86.961937,5.333333333333333,obsr97834,61,10,forest
S16289793,2014-01-07,2014,1,16.7428703,-92.6144207,NA,obsr47545,26,50,urban
S16290849,2014-01-06,2014,1,21.5289707,-87.2575378,4,obsr101087,44,95,wetland
S16291349,2014-01-07,2014,1,20.722722,-88.1295776,7,obsr442691,33,10,forest
S16292514,2014-01-07,2014,1,17.0987585,-88.965619,14.166666666666666,obsr407100,37,10,forest
S16296461,2014-01-08,2014,1,17.2443507,-89.0140629,NA,obsr431990,5,30,grassland
S16299106,2014-01-08,2014,1,17.0987585,-88.965619,0.75,obsr407100,16,10,forest
S16301628,2014-01-08,2014,1,14.542944,-90.715042,2,obsr355638,18,10,forest
S16301636,2014-01-08,2014,1,14.793929,-90.995319,5,obsr355638,25,10,forest
S16302442,2014-01-05,2014,1,14.6033521,-90.4855013,0.3333333333333333,obsr414683,23,30,grassland
S16302466,2014-01-08,2014,1,20.3983115,-86.961937,3,obsr97834,29,10,forest
S16303138,2014-01-08,2014,1,16.098903,-88.807371,0.6666666666666666,obsr246930,23,30,grassland
S16303989,2014-01-08,2014,1,17.5666701,-89.0534163,0.3333333333333333,obsr220146,2,30,grassland
S16304606,2014-01-07,2014,1,15.8133958,-90.2906227,NA,obsr164576,4,50,urban
S16304694,2014-01-09,2014,1,18.0061568,-92.932325,1,obsr216000,4,10,forest
S16304740,2014-01-07,2014,1,16.5264139,-90.1597309,0.5833333333333334,obsr164576,36,80,other
S16304833,2014-01-07,2014,1,16.5390114,-90.1834717,0.3333333333333333,obsr164576,9,80,other
S16304904,2014-01-05,2014,1,20.498101,-87.23477,2.4,obsr127404,43,90,wetland
S16305310,2014-01-08,2014,1,20.5984488,-88.1534506,3,obsr431367,31,10,forest
S16306159,2014-01-09,2014,1,16.0857633,-88.8723993,3.6666666666666665,obsr246930,63,10,forest
S16306808,2014-01-09,2014,1,16.0857633,-88.8723993,3.6666666666666665,obsr207475,63,10,forest
S16307277,2014-01-07,2014,1,17.0394291,-88.9511919,1,obsr247125,22,30,grassland
S16307533,2014-01-08,2014,1,14.6033521,-90.4855013,0.75,obsr418529,15,30,grassland
S16307680,2014-01-08,2014,1,15.4227513,-90.3251059,NA,obsr403445,1,50,urban
S16307799,2014-01-08,2014,1,15.4233583,-90.3247458,1,obsr403445,17,50,urban
S16307831,2014-01-09,2014,1,14.6033521,-90.4855013,0.5,obsr418529,16,30,grassland
S16308444,2014-01-08,2014,1,17.0987585,-88.965619,2,obsr407100,1,10,forest
S16311359,2014-01-07,2014,1,17.411466,-88.919257,0.16666666666666666,obsr291865,10,10,forest
S16311434,2014-01-08,2014,1,17.247176,-88.7999153,0.16666666666666666,obsr291865,1,10,forest
S16311462,2014-01-09,2014,1,17.2440378,-88.7604117,NA,obsr291865,1,30,grassland
S16311681,2014-01-07,2014,1,16.548565,-90.1660615,0.3333333333333333,obsr164576,16,50,urban
S16311733,2014-01-07,2014,1,16.6469648,-90.1759744,NA,obsr164576,5,30,grassland
S16311750,2014-01-07,2014,1,16.7388429,-90.1440198,NA,obsr164576,1,30,grassland
S16311903,2014-01-07,2014,1,16.7909086,-90.1071713,0.6666666666666666,obsr164576,8,50,urban
S16311972,2014-01-07,2014,1,17.0137826,-89.3930054,0.25,obsr164576,4,30,grassland
S16312260,2014-01-07,2014,1,17.0540123,-89.3871266,5,obsr164576,44,10,forest
S16312627,2014-01-08,2014,1,17.0540123,-89.3871266,1.5,obsr164576,50,10,forest
S16312751,2014-01-08,2014,1,17.1224174,-89.4160548,5.5,obsr164576,37,10,forest
S16312812,2014-01-08,2014,1,17.077378,-89.3949385,1.5,obsr164576,16,10,forest
S16312852,2014-01-08,2014,1,17.0561114,-89.3846375,1.25,obsr164576,17,10,forest
S16313245,2014-01-09,2014,1,16.7471212,-89.4752019,2,obsr164576,21,30,grassland
S16313273,2014-01-09,2014,1,15.6568187,-88.9988408,0.16666666666666666,obsr164576,6,80,other
S16313296,2014-01-09,2014,1,15.6636755,-89.0026328,NA,obsr164576,9,10,forest
S16314394,2014-01-08,2014,1,17.0987585,-88.965619,1.5,obsr407100,2,10,forest
S16318552,2014-01-08,2014,1,17.0987585,-88.965619,1.5,obsr407100,2,10,forest
S16320105,2014-01-08,2014,1,17.0987585,-88.965619,1.5,obsr407100,2,10,forest
S16320199,2014-01-09,2014,1,15.4233583,-90.3247458,NA,obsr403445,12,50,urban
S16320269,2014-01-04,2014,1,15.4233583,-90.3247458,NA,obsr403445,1,50,urban
S16320361,2014-01-10,2014,1,15.4209251,-90.3242254,NA,obsr403445,2,30,grassland
S16321497,2014-01-10,2014,1,17.0394291,-88.9511919,1.75,obsr247125,35,30,grassland
S16321806,2014-01-04,2014,1,16.0979383,-88.9278674,5.25,obsr247125,81,10,forest
S16323198,2014-01-10,2014,1,15.6817665,-88.8348166,6,obsr164576,36,10,forest
S16323374,2014-01-10,2014,1,14.6033521,-90.4855013,NA,obsr414683,1,30,grassland
S16324053,2014-01-09,2014,1,20.3983115,-86.961937,5,obsr97834,45,10,forest
S16324168,2014-01-10,2014,1,20.3983115,-86.961937,4.5,obsr97834,47,10,forest
S16328018,2014-01-11,2014,1,16.1005229,-88.8012779,0.25,obsr246930,11,50,urban
S16328402,2014-01-11,2014,1,16.1085502,-88.7990424,0.25,obsr246930,7,80,other
S16330262,2014-01-11,2014,1,14.6033521,-90.4855013,0.5,obsr414683,20,30,grassland
S16333586,2014-01-10,2014,1,17.0987585,-88.965619,16,obsr407100,47,10,forest
S16333779,2014-01-11,2014,1,21.3303151,-86.9238281,4,obsr411187,65,10,forest
S16333881,2014-01-11,2014,1,14.793929,-90.995319,3,obsr355638,24,10,forest
S16334211,2014-01-11,2014,1,16.098903,-88.807371,1,obsr246930,25,30,grassland
S16335638,2014-01-11,2014,1,14.6033521,-90.4855013,NA,obsr414683,1,30,grassland
S16337291,2014-01-11,2014,1,17.3373141,-88.7482882,NA,obsr291865,21,10,forest
S16342875,2014-01-12,2014,1,17.571381,-88.391979,4,obsr126126,42,30,grassland
S16343923,2014-01-12,2014,1,17.571381,-88.391979,4,obsr182028,46,30,grassland
S16344312,2014-01-12,2014,1,21.2802571,-86.8208313,0.5,obsr411187,56,50,urban
S16350656,2014-01-11,2014,1,20.4684382,-86.8970758,3,obsr97834,33,10,forest
S16351011,2014-01-12,2014,1,17.3168272,-88.5679536,1,obsr445431,35,10,forest
S16351562,2014-01-12,2014,1,17.3280936,-88.5415581,2.1666666666666665,obsr445431,56,50,urban
S16351792,2014-01-11,2014,1,20.5459037,-86.9223261,1,obsr97834,36,30,grassland
S16351928,2014-01-11,2014,1,20.5521039,-86.9257218,NA,obsr97834,3,80,other
S16351970,2014-01-01,2014,1,17.5104864,-91.9672394,8,obsr293648,30,30,grassland
S16352268,2014-01-02,2014,1,17.5023009,-92.0070648,6,obsr293648,24,10,forest
S16352566,2014-01-03,2014,1,16.763947,-91.1220646,6,obsr293648,32,10,forest
S16352649,2014-01-11,2014,1,20.5459037,-86.9223261,NA,obsr97834,1,30,grassland
S16354270,2014-01-11,2014,1,14.793929,-90.995319,3,obsr355643,24,10,forest
S16354502,2014-01-12,2014,1,17.571381,-88.391979,4,obsr121098,45,30,grassland
S16354979,2014-01-12,2014,1,14.6033521,-90.4855013,NA,obsr418529,1,30,grassland
S16354999,2014-01-12,2014,1,14.6033521,-90.4855013,NA,obsr418529,5,30,grassland
S16355870,2014-01-09,2014,1,17.4982967,-88.1899166,NA,obsr344907,5,50,urban
S16356105,2014-01-13,2014,1,17.53856,-88.3014536,0.75,obsr246930,18,30,grassland
S16356672,2014-01-13,2014,1,17.4936359,-88.2379994,0.75,obsr246930,22,95,wetland
S16356679,2014-01-12,2014,1,18.3542811,-93.2103252,NA,obsr216000,1,10,forest
S16356838,2014-01-13,2014,1,17.477123,-88.2617228,0.3333333333333333,obsr246930,7,80,other
S16356954,2014-01-13,2014,1,17.4603973,-88.2676968,0.3333333333333333,obsr246930,12,95,wetland
S16357449,2014-01-05,2014,1,18.0061568,-92.932325,4,obsr216000,44,10,forest
S16358251,2014-01-13,2014,1,17.4814024,-88.24387,0.6666666666666666,obsr246930,22,95,wetland
S16358267,2014-01-13,2014,1,17.4461294,-88.2736532,0.25,obsr246930,2,80,other
S16358592,2014-01-12,2014,1,18.4315531,-93.1319296,5,obsr216000,55,80,other
S16359129,2014-01-04,2014,1,16.0979383,-88.9278674,5.25,obsr315428,81,10,forest
S16359692,2014-01-12,2014,1,16.8654159,-89.0386105,4.333333333333333,obsr315428,55,30,grassland
S16359828,2014-01-12,2014,1,16.9701983,-88.9919971,2,obsr315428,33,30,grassland
S16361537,2014-01-12,2014,1,17.6446764,-88.3729935,NA,obsr448587,1,90,wetland
S16361740,2014-01-13,2014,1,17.473403,-88.2639885,0.4166666666666667,obsr448587,6,80,other
S16362642,2014-01-11,2014,1,17.0987585,-88.965619,16,obsr407100,40,10,forest
S16363911,2014-01-13,2014,1,16.9940017,-89.6936703,NA,obsr205191,44,10,forest
S16364038,2014-01-01,2014,1,17.771247,-88.5342693,2,obsr99857,19,30,grassland
S16364084,2014-01-12,2014,1,17.22248,-89.62307,NA,obsr205191,36,10,forest
S16364298,2014-01-02,2014,1,17.771247,-88.5342693,9,obsr99857,34,30,grassland
S16364464,2014-01-03,2014,1,17.771247,-88.5342693,10,obsr99857,41,30,grassland
S16366133,2014-01-13,2014,1,14.2840969,-89.5566221,7.25,obsr164576,51,80,other
S16366188,2014-01-10,2014,1,15.2704408,-89.04037,0.8333333333333334,obsr164576,28,30,grassland
S16366210,2014-01-10,2014,1,14.9566169,-89.7080684,NA,obsr164576,1,50,urban
S16366223,2014-01-10,2014,1,14.8622251,-89.7854903,NA,obsr164576,1,20,grassland
S16366246,2014-01-10,2014,1,14.8622251,-89.7854903,1.5,obsr164576,5,20,grassland
S16366305,2014-01-11,2014,1,14.8622251,-89.7854903,7.166666666666667,obsr164576,41,20,grassland
S16366315,2014-01-01,2014,1,20.0893017,-89.551304,0.7333333333333333,obsr174363,18,10,forest
S16366325,2014-01-11,2014,1,14.8749769,-89.754058,1.6666666666666667,obsr164576,8,50,urban
S16366355,2014-01-01,2014,1,20.0893017,-89.551304,0.4166666666666667,obsr174363,11,10,forest
S16366387,2014-01-01,2014,1,20.08735,-89.55058,NA,obsr174363,1,10,forest
S16366454,2014-01-03,2014,1,18.5180737,-89.4841039,1.5,obsr174363,13,10,forest
S16366579,2014-01-03,2014,1,18.5168274,-89.484517,0.08333333333333333,obsr174363,4,10,forest
S16366611,2014-01-03,2014,1,18.5159525,-89.4826072,1.1666666666666667,obsr174363,19,30,grassland
S16366683,2014-01-04,2014,1,18.1080845,-89.8072565,2.5,obsr174363,27,10,forest
S16366695,2014-01-04,2014,1,18.1080845,-89.8072565,0.75,obsr174363,11,10,forest
S16368095,2014-01-14,2014,1,17.0120255,-89.0027504,2,obsr247125,43,10,forest
S16368165,2014-01-04,2014,1,18.1031998,-89.8082221,0.5,obsr174363,7,10,forest
S16368323,2014-01-06,2014,1,17.4873409,-92.0497227,2,obsr174363,9,10,forest
S16368369,2014-01-06,2014,1,17.491741,-92.0225143,0.36666666666666664,obsr174363,10,60,other
S16368440,2014-01-06,2014,1,17.4828025,-92.0451307,1.6666666666666667,obsr174363,12,10,forest
S16368562,2014-01-06,2014,1,17.4854913,-92.0452514,1.25,obsr174363,15,30,grassland
S16368769,2014-01-07,2014,1,17.3924974,-92.0001876,2.5,obsr174363,40,50,urban
S16368806,2014-01-13,2014,1,20.498101,-87.23477,2.3666666666666667,obsr127404,37,90,wetland
S16369010,2014-01-08,2014,1,19.35428,-90.72729,0.16666666666666666,obsr174363,6,80,other
S16369200,2014-01-08,2014,1,17.7906656,-91.8209061,0.25,obsr174363,6,10,forest
S16369260,2014-01-08,2014,1,19.3579,-90.72098,0.16666666666666666,obsr174363,7,60,other
S16369343,2014-01-10,2014,1,21.19772,-89.82199,0.43333333333333335,obsr174363,8,90,wetland
S16369368,2014-01-10,2014,1,21.20222,-89.82398,0.2,obsr174363,4,95,wetland
S16369483,2014-01-14,2014,1,16.7346811,-92.635501,NA,obsr204337,4,50,urban
S16370141,2014-01-14,2014,1,20.498101,-87.23477,2.3,obsr127404,39,90,wetland
S16370698,2014-01-11,2014,1,14.8970586,-89.7510754,NA,obsr164576,4,20,grassland
S16370941,2014-01-11,2014,1,14.8622251,-89.7854903,1.5,obsr164576,7,20,grassland
S16371071,2014-01-12,2014,1,14.8622251,-89.7854903,3,obsr164576,22,20,grassland
S16371118,2014-01-12,2014,1,14.8970586,-89.7510754,0.16666666666666666,obsr164576,8,20,grassland
S16371171,2014-01-12,2014,1,14.5913603,-89.4327933,2,obsr164576,17,30,grassland
S16371220,2014-01-12,2014,1,14.6188571,-89.5318151,0.5,obsr164576,10,50,urban
S16374480,2014-01-12,2014,1,14.6197444,-89.6217871,NA,obsr164576,3,50,urban
S16374502,2014-01-12,2014,1,14.4461811,-89.7293329,NA,obsr164576,4,30,grassland
S16374516,2014-01-12,2014,1,14.3325008,-89.7120023,NA,obsr164576,1,50,urban
S16374552,2014-01-12,2014,1,14.3066978,-89.614706,1,obsr164576,7,10,forest
S16374572,2014-01-13,2014,1,14.2479476,-89.5481832,0.5,obsr164576,12,50,urban
S16374578,2014-01-13,2014,1,14.0379029,-90.0788784,NA,obsr164576,1,50,urban
S16374630,2014-01-13,2014,1,13.9606892,-90.4608796,0.5833333333333334,obsr164576,1,30,grassland
